vocab_number,poj,poj_sandhi,taiwanese_hanji,english
1,Lín chit ê eⁿ-á chin kó·-chui.,Lín1 chit2 ê7 eⁿ7-á chin7 kó·1-chui.,恁這个嬰仔真古錐.,This infant of yours is really cute.
1,"Chhiáⁿ mn̄g, (tī)(tē) kúi lâu teh bē âng-eⁿ-á-saⁿ?","Chhiáⁿ1 mn̄g, (tī3)(tē3) kúi1 lâu7 teh2 bē3 âng7-eⁿ7-á1-saⁿ?","請問, (佇)(第)幾樓咧賣紅嬰仔衫?","On which floor is babywear sold, may I ask?"
2,Lí khah ài chia̍h sím-mih bah?,Lí1 khah2 ài2 chia̍h3 sím1-mih2 bah?,你較愛食啥物肉?,What kind of meat do you like?
2,Góa khah ài chia̍h ti/ke bah.,Góa1 khah2 ài2 chia̍h3 ti7/ke7 bah.,我較愛食豬/雞肉.,I prefer pork / chicken.
2,Téng lé-pài bé hiah ê bah hāi-khì a.,Téng1 lé1-pài2 bé hiah2 ê7 bah hāi-khì a3.,頂禮拜買遐的肉害去矣.,That meat bought last week is spoiled.
3,"Góa chang-àm lâng bô-tú-hó, chin chá tō khì-khùn.","Góa1 chang7-àm3 lâng bô7-tú1-hó, chin7 chá tō3 khì2-khùn.","我昨暗人無拄好, 真早就去睏.","Last night I didn't feel well, so I went to bed early."
4,Goán thâu-ke cháu-chhut-khì ê khoán.,Goán1 thâu7-ke cháu-chhut3-khì2 ê7-khoán.,阮頭家走出去的款.,Our boss must have gone out.
4,Âng Sió-chiá cháu a; i bîn-á-chái-khí ē koh lâi.,Âng7 Sió1-chiá1 cháu a3; i7 bîn7-á1-chái1-khí ē3 koh2 lâi.,洪小姐走矣; 伊明仔早起會閣來.,Miss Âng has left; she'll be back tomorrow morning.
4,Chú Sai-hū in sim-pū cháu-khì.,Chú1 Sai7-hū in7 sim7-pū cháu-khì.,朱師傅𪜶新婦走去.,Masterworkman Chu's daughter-in-law has run away.
4,Lí chin gâu cháu.,Lí1 chin7 gâu7 cháu.,你真𠢕走.,You're quite a runner. / I never find you at home.
4,Bêng-Sêng cháu-khì chhit-thô.,Bêng7-Sêng cháu1-khì2 chhit2-thô.,明成走去𨑨迌.,Bêng-Sêng ran out to play.
4,Goán sun-sim-pū tòa hit keng kang-tiûⁿ chîⁿ khah chió; i siūⁿ-bóeh cháu.,Goán1 sun7-sim7-pū tòa hit2 keng7 kang7-tiûⁿ7 chîⁿ7 khah2 chió; i7 siūⁿ3-bóeh cháu.,阮孫新婦蹛彼間工場錢較少; 伊想欲走.,The pay is low in the factory where my son's daughter-in-law works; she's thinking of quitting.
4,"Hiah ê mi̍h-kiāⁿ mài khǹg tòa hia, chhiáⁿ lí the̍h-cháu.","Hiah2 ê7 mi̍h3-kiāⁿ mài2 khǹg2 tòa2 hia, chhiáⁿ1 lí1 the̍h3-cháu.","遐的物件莫囥蹛遐, 請你提走.",Don't put those things there; please take them away.
4,"Lí hit tâi chhia chhiáⁿ lí sái-cháu, hó bô·? In-ūi lí khǹg tòa chia goán bē-tàng chhut-khì","Lí1 hit2 tâi7 chhia chhiáⁿ1 lí1 sái1-cháu, hó bô·3? In7-ūi3 lí1 khǹg2 tòa2 chia goán1 bē3-tàng2 chhut-khì","你彼台車請你駛走, 好無? 因為你囥蹛遮阮袂當出去","Please move that car of yours, will you? We can't get out with it here."
8,I teh khiâ hit tâi ô·-thó·-bái chhin-chhiūⁿ góa ê.,I7 teh2 khiâ hit2 tâi7 ô·7-thó·1-bái chhin7-chhiūⁿ3 góa1 ê.,伊咧騎彼台烏托拜親像我的.,The motorcycle he's riding is similar to mine.
9,Goán ché-hu tòa tī goán chhù-piⁿ/chhù-piⁿ-á.,Goán1 ché1-hu tòa2 tī3 goán1 chhù2-piⁿ/chhù2-piⁿ7-á.,阮姊夫蹛佇阮厝邊/厝邊仔.,My older sister's husband lives in my neighborhood.
9,Goán chhù-piⁿ-á ū chin-chē lâng teh chò Lāu-su.,Goán1 chhù2-piⁿ7-á ū3 chin7-chē3 lâng7 teh2 chò2 Lāu3-su.,阮厝邊仔有真濟人咧做老師.,Many of my neighbors are teachers.
9,Hit ê lāu-hòe-á sī goán chhù-piⁿ ê lâng.,Hit2 ê7 lāu3-hòe2-á sī3 goán1 chhù2-piⁿ ê7 lâng.,彼个老歲仔是阮厝邊的人.,That old fellow is my neighbor.
10,Chêng-Bêng pí in tē-hū khah é.,Chêng7-Bêng pí1 in7 tē3-hū khah2 é.,正明比𪜶弟婦較矮.,Chêng-Bêng is shorter than his younger brother's wife.
10,Siau Bo̍k-su-niû bē lōa é.,Siau7 Bo̍k3-su7-niû bē3 lōa3 é.,邵牧師娘袂偌矮.,Rev. Siau's wife is not too short.
11,Chiah ê chheⁿ-chhau sī sím-mih-lâng chú ê?,Chiah2 ê chheⁿ7-chhau sī3 sím1-mih2-lâng7 chú ê?,食的腥臊是啥物人煮的?,Who cooked this wonderful meal?
11,Sī Sím Sian-siⁿ ê sim-pū ê-khoán.,Sī3 Sím Sian3-siⁿ3 ê7 sim7-pū ê7-khoán.,是沈先生的新婦的款.,It was probably Mr. Sím's daughter-in-law.
11,Sī i ê-khoán.,Sī3 i ê7-khoán.,是伊的款.,It looks like him. / It's probably he.
11,Tāi-khài ū iáⁿ ê-khoán.,Tāi3-khài ū3 iáⁿ ê7-khoán.,大概有影的款.,That's probably true.
11,Gân Bo̍k-su nā chhin-chhiūⁿ bô ài khì ê-khoán.,Gân7 Bo̍k3-su nā3 chhin7-chhiūⁿ3 bô7 ài2 khì ê7-khoán.,顏牧師若親像無愛去的款.,It seems Rev. Gân doesn't want to go.
12,Hit tè í-á chhiáⁿ lí giâ-lâi.,Hit2 tè2 í1-á chhiáⁿ1 lí1 giâ-lâi7.,彼塊椅仔請你夯來.,Please bring that chair here.
12,Chhiáⁿ lí giâ khit-khì lâu-téng.,Chhiáⁿ1 lí1 giâ7 khit2-khì lâu7-téng.,請你夯起去樓頂.,Please take it upstairs.
12,Sek-Khun iáu bē-hiáu giâ tī.,Sek2-Khun iáu1 bē3-hiáu1 giâ7 tī.,錫坤猶袂曉夯箸.,Sek-Khun still doesn't know how to hold chopsticks.
12,Lí ê sèⁿ-miâ giâ iân-pit siá-khit-lâi.,Lí1 ê7 sèⁿ2-miâ giâ7 iân7-pit siá-khit3-lâi3.,你的姓名夯鉛筆寫起來.,Pick up the pencil and write your name.
15,Ū hoat-sio bô·?,Ū3 hoat2-sio bô·3?,有發燒無?,Do you have a fever?
15,Sió-khóa.,Sió1-khóa.,小可.,A little.
16,Chím-á ê bo̍k-koe hui-siông kùi.,Chím1-á ê7 bo̍k3-koe hui7-siông7 kùi.,這馬的木瓜非常貴.,Papaya is unusually expensive now.
16,Joa̍h-thiⁿ nā bô lo̍h-hō· hui-siông joa̍h.,Joa̍h3-thiⁿ nā3 bô7 lo̍h3-hō· hui7-siông7 joa̍h.,熱天若無落雨非常熱.,In summer if it doesn't rain it's extraordinarily hot.
17,Lí ē iau bē?,Lí1 ē3 iau bē3?,你會枵袂?,Are you hungry?
17,Bē là; tú chia̍h-pá niā-niā.,Bē3 là; tú1 chia̍h3-pá niā3-niā.,袂啦; 拄食飽爾爾.,Not at all; I just finished eating.
17,Chò khang-khòe pak-tó· chin khoài iau.,Chò2 khang7-khòe pak2-tó· chin7 khoài2 iau.,做工課腹肚真快枵.,Working makes you get hungry.
18,"A-Bí teh khàu, lí kā i phah, hoⁿh?","A7-Bí teh2 khàu, lí1 kā3 i7 phah, hoⁿh?","阿美咧哭, 你共伊拍, 乎?","A-Bí is crying; you hit her, didn't you?"
18,Gio̍k-Chhun teh khàu án-chóaⁿ?,Gio̍k3-Chhun teh2 khàu2 án1-chóaⁿ?,玉春咧哭按怎?,What is Gio̍k-Chhun crying about?
18,I teh khàu in sian-siⁿ cháu-khì.,I7 teh2 khàu in7 sian7-siⁿ cháu-khì.,伊咧哭𪜶先生走去.,She's crying because her husband ran away.
19,A-kong boeh chò 70 hòe ê seⁿ-ji̍t; lán boeh iōng sím-mih hong-hoat lâi khèng-chiok?,A7-kong boeh2 chò2 chhit2-cha̍p3 hòe ê7 seⁿ7-ji̍t; lán1 boeh2 iōng3 sím1-mih2 hong7-hoat lâi khèng2-chiok?,阿公欲做七十歲的生日; 咱欲用啥物方法來慶祝?,Grandfather will celebrate his 70th birthday; what shall we do to celebrate?
19,"Chím-á i ê sin-thé khah lám chi̍t-sut-á, mài chin lāu-jia̍t; lán chhiáⁿ chhù-piⁿ kah pêng-iú tō·-hó.","Chím1-á i7 ê7 sin7-thé khah2 chi̍t3-su̍t3-á3, mài2 chin7 lāu3-jia̍t; lán1 chhiáⁿ1 chhù2-piⁿ kah2 pêng7-iú tō·3-hó.","這馬伊的身體較荏一屑仔, 莫真鬧熱; 咱請厝邊佮朋友就好.",He's a little weaker now; let's not make it too big; let's just invite his neighbors and friends.
20,Goán tha̍k 6-nî-á ê sî-chūn góa chē tī Khèng-Chiang ê keh-piah.,Goán1 tha̍k3 la̍k3-nî7-á ê7 sî7-chūn góa1 chē7 tī3 Khèng2-Chiang ê7 keh2-piah.,阮讀六年仔的時陣我坐佇慶昌的隔壁.,When we were in 6th grade I sat next to Kheng-Chiang.
20,Keh-piah-keng ū lâng teh khùn bô·?,Keh2-piah2-keng ū3 lâng7 teh2 khùn bô·3?,隔壁間有人咧睏無?,Is anybody sleeping in the next room?
20,Chang-ē-po· keh-piah-chng chin lāu-jia̍t.,Chang7-ē-po· keh2-piah2-chng chin7 lāu3-jia̍t.,昨下晡隔壁庄真鬧熱.,Yesterday afternoon the next village was really lively.
20,Goán tōa-só ê pêng-iú tòa tī goán keh-piah ê keh-piah.,Goán1 tōa3-só ê7 pêng7-iú tòa2 tī3 goán1 keh2-piah ê7 keh2-piah.,阮大嫂的朋友蹛佇阮隔壁的隔壁.,My oldest brother's wife's friend lives two doors away from us.
20,"Liāu Sai-hū tòa tī lín chhù-piⁿ, sī bô·?","Liāu3 Sai7-hū tòa2 tī3 lín1 chhù2-piⁿ, sī bô·3?","廖師傅蹛佇恁厝邊, 是無?","Masterworkman Liau lives in your neighborhood, doesn't he?"
20,Tú tī keh-piah niā-niā.,Tú1 tī3 keh2-piah niā3-niā.,拄佇隔壁爾爾.,Right next door.
24,"Khah án-chóaⁿ kóng, i iáⁿ m̄ thiaⁿ.","Khah2 án1-chóaⁿ1 kóng, i7 iáⁿ m̄3 thiaⁿ.","較按怎講, 伊也毋聽.",No matter what you tell him he still won't listen.
24,Koh-khah sio̍k góa iā bô ài bé.,Koh2-khah2 sio̍k8 góa1 iā3 bô7 ài2 bé.,閣較俗我也無愛買.,"No matter how cheap it is, I still won't buy it."
25,A-kong boeh chò 70 hòe ê seⁿ-ji̍t.,A7-kong boeh2 chò2 chhit2-cha̍p3 hòe ê7 seⁿ7-ji̍t.,阿公欲做七十歲的生日.,Grandfather is going to celebrate his 70th birthday.
26,Lán bóeh ióng sím-mih hong-hoat lâi khèng-chiok?,Lán1 bóeh2 ióng1 sím1-mih2 hong7-hoat lâi khèng2-chiok?,咱欲用啥物方法來慶祝?,What method shall we use to celebrate?
27,"Khó-pí-kóng góa nā chîⁿ hō· lí, lí boeh án-chóaⁿ iōng?","Khó1-pí1-kóng góa1 nā3 chîⁿ hō·3 lí7, lí1 boeh2 án1-chóaⁿ iōng?","可比講我若錢予你, 你欲按怎用?","Suppose I give you money, how will you use it?"
27,"Chú Sió-chiá in a-kong chò-lâng chin hó; phí-jū-kóng lí nā ū sím-mih tāi-chì boeh chhōe i pang-bâng, i it-tēng chin hoaⁿ-hí.","Chú1 Sió1-chiá in7 a7-kong chò2-lâng chin7 hó; phí1-jū3-kóng1 lí1 nā3 ū3 sím1-mih2 tāi3-chì boeh2 chhōe3 i7 pang7-bâng, i7 it2-tēng3 chin7 hoaⁿ7-hí.","朱小姐𪜶阿公做人真好; 譬如講你若有啥物代誌欲揣伊幫忙, 伊一定真歡喜.","Miss Chu's grandfather is a great guy; for example, if you want him to help you with anything he'll certainly be very happy to."
28,Kiong-hí! Kiong-hí!,Kiong7-hí! Kiong7-hí!,恭喜! 恭喜!,Congratulations!
28,Kiong-hí lí chò Sin-hū/Bo̍k-su/lāu-pē/lāu-bú/a-kong/a-má.,Kiong7-hí lí1 chò2 Sin7-hū/Bo̍k3-su/lāu3-pē/lāu3-bú/a7-kong/a7-má.,恭喜你做神父/牧師/老爸/老母/阿公/阿媽.,Congratulations on becoming a priest / minister / father / mother / grandfather / grandmother!
29,Chit ê âng-eⁿ-á chin kó·-chui.,Chit2 ê7 âng7-eⁿ7-á chin7 kó·1-chui.,這个紅嬰仔真古錐.,This baby is really cute.
29,Phoaⁿ Sió-chiá chin kó·-chui.,Phoaⁿ7 Sió1-chiá chin7 kó·1-chui.,潘小姐真古錐.,Miss Phoaⁿ is very cute.
29,Chit chiah niáu-á-kiáⁿ chin kó·-chui.,Chit2 chiah2 niáu1-á1-kiáⁿ chin7 kó·1-chui.,這隻貓仔囝真古錐.,This kitten is very cute.
30,Hit keng thih-bé-kang-chhiúⁿ ê kang-lâng chò khang-khòe chin kut-la̍t.,Hit2 keng7 thih2-bé1-kang7-chhiúⁿ ê7 kang7-lâng chò2 khang7-khòe chin7 kut2-la̍t.,彼間鐵馬工廠的工人做工課真骨力.,The workers in that bicycle factory work very hard.
30,"Ka-Hin, khah kut-la̍t tha̍k-chheh lè, mài kan-na siūⁿ chhit-thô.","Ka7-Hin, khah2 kut2-la̍t tha̍k3-chheh lè, mài2 kan7-na7 siūⁿ3 chhit2-thô.","家興, 較骨力讀冊咧, 莫干焦想𨑨迌.","Ka-Hin, study harder; don't just think of playing."
30,A-Bo̍k-Sai chin kut-la̍t.,A7-Bo̍k3-Sai chin7 kut2-la̍t.,阿木師真骨力.,Masterworkman A-Bo̍k is a good worker.
31,Lâng nā khah lāu seng-khu tō khah lám.,Lâng nā3 khah2 lāu seng7-khu tō3 khah2 lám.,人若較老身軀就較荏.,As people get older they get weaker.
31,"Chit khoán ê pò· chin lám, m̄-thang chò khò·.","Chit2 khoán ê7 pò· chin7 lám, m̄3-thang7 chò2 khò·.","這款的布真荏, 毋通做褲.",This kind of cloth is pretty flimsy; don't use it to make pants.
32,Chit tiâu lō· àm-sî chin lāu-jia̍t.,Chit2 tiâu7 lō· àm2-sî chin7 lāu3-jia̍t.,這條路暗時真鬧熱.,Things are pretty lively on this road at night.
32,Chhī-lāi pí-kàu khah lāu-jia̍t.,Chhī3-lāi pí1-kàu khah2 lāu3-jia̍t.,市內比較較鬧熱.,There are many more people downtown.
33,"Lāu Ko ê kha chin lò, só·-í lâng kiò i ""lò-kha-ê"".","Lāu3 Ko ê7 kha chin7 lò, só·1-í lâng7 kiò2 i7 ""lò2-kha-ê1"".","老高的跤真躼, 所以人叫伊「躼跤的」.","Old Mr. Ko's legs are long, so people call him ""Long-legs""."
33,Góa pí lí khah lò.,Góa1 pí1 lí1 khah2 lò.,我比你較躼.,I'm taller than he is.
33,"Bêng-Sêng tha̍k 5 nî niā-niā, m̄-kú i kha-chhiú te̍k-pia̍t pí lâng khah lò.","Bêng7-Sêng tha̍k3 gō· nî niā3-niā, m̄3-kú1 i7 kha7-chhiú te̍k3-pia̍t3 pí1 lâng7 khah2 lò.","明成讀五年爾爾, 毋過伊跤手特別比人較躼.",Bêng-Sêng is only in 5th grade but his arms and legs are especially longer than most.
34,He ná góa ê.,He ná1 góa1 ê.,彼若我的.,That looks like mine.
34,Gōa-bīn ná chhin-chhiūⁿ teh lo̍h-hō·.,Gōa3-bīn ná1 chhin7-chhiūⁿ3 teh2 lo̍h3-hō·.,外面若親像咧落雨.,It sounds like it's raining outside.
34,Ná chhin-chhiūⁿ teh lo̍h-hō· ê-khoán.,Ná1 chhin7-chhiūⁿ3 teh2 lo̍h3-hō· ê7-khoán.,若親像咧落雨的款.,It looks like rain.
